,Beautiful,Confusing,Courageous,Fascinating,Funny,Informative,Ingenious,Inspiring,Jaw-dropping,Longwinded,OK,Obnoxious,Persuasive,Unconvincing,talk_id
2004,92.0,13.0,16.0,430.0,39.0,568.0,161.0,182.0,85.0,14.0,61.0,1.0,105.0,18.0,2005.0
2005,129.0,4.0,276.0,239.0,3.0,373.0,115.0,703.0,67.0,18.0,40.0,2.0,214.0,31.0,2006.0
2006,258.0,9.0,465.0,96.0,21.0,688.0,6.0,556.0,102.0,19.0,58.0,16.0,417.0,16.0,2007.0
2007,297.0,21.0,69.0,188.0,14.0,369.0,9.0,383.0,14.0,48.0,105.0,12.0,38.0,28.0,2008.0
2008,160.0,14.0,129.0,34.0,19.0,85.0,5.0,269.0,22.0,14.0,43.0,31.0,26.0,34.0,2009.0
2009,20.0,25.0,7.0,251.0,44.0,253.0,82.0,58.0,34.0,9.0,77.0,3.0,22.0,22.0,2010.0
2010,320.0,3.0,454.0,61.0,16.0,126.0,3.0,504.0,43.0,4.0,20.0,8.0,97.0,4.0,2011.0
2011,2247.0,21.0,1112.0,1849.0,131.0,3734.0,488.0,4219.0,497.0,94.0,167.0,15.0,1897.0,106.0,2012.0
2012,240.0,15.0,368.0,77.0,303.0,134.0,15.0,591.0,15.0,17.0,41.0,27.0,157.0,42.0,2013.0
2013,150.0,17.0,281.0,64.0,7.0,386.0,9.0,267.0,61.0,28.0,40.0,9.0,184.0,25.0,2014.0
2014,120.0,24.0,243.0,43.0,13.0,135.0,16.0,251.0,8.0,29.0,90.0,19.0,67.0,93.0,2015.0
2015,440.0,15.0,22.0,144.0,117.0,37.0,24.0,236.0,6.0,43.0,252.0,12.0,10.0,86.0,2016.0
2016,90.0,9.0,98.0,49.0,23.0,81.0,35.0,169.0,3.0,5.0,61.0,3.0,15.0,16.0,2017.0
2017,63.0,7.0,6.0,187.0,334.0,322.0,22.0,75.0,13.0,26.0,97.0,13.0,36.0,19.0,2018.0
2018,48.0,5.0,291.0,294.0,33.0,341.0,16.0,182.0,70.0,7.0,34.0,7.0,250.0,35.0,2019.0
2019,507.0,21.0,537.0,162.0,51.0,336.0,27.0,700.0,9.0,21.0,57.0,36.0,185.0,98.0,2020.0
2020,314.0,97.0,54.0,377.0,352.0,627.0,119.0,794.0,27.0,160.0,341.0,32.0,214.0,109.0,2021.0
2021,385.0,9.0,141.0,111.0,29.0,63.0,43.0,295.0,24.0,13.0,83.0,15.0,17.0,16.0,2022.0
2022,117.0,29.0,153.0,1334.0,176.0,1067.0,682.0,562.0,120.0,55.0,187.0,46.0,530.0,105.0,2023.0
2023,23.0,58.0,116.0,311.0,21.0,1082.0,90.0,129.0,35.0,31.0,248.0,63.0,492.0,171.0,2024.0
2024,39.0,22.0,363.0,241.0,493.0,397.0,53.0,257.0,18.0,27.0,91.0,67.0,92.0,86.0,2025.0
2025,19.0,7.0,98.0,35.0,20.0,24.0,82.0,88.0,9.0,19.0,39.0,11.0,5.0,22.0,2026.0
2026,8.0,1.0,26.0,105.0,16.0,222.0,92.0,64.0,24.0,0.0,44.0,3.0,14.0,27.0,2027.0
2027,326.0,8.0,437.0,145.0,407.0,213.0,24.0,633.0,14.0,3.0,28.0,6.0,24.0,1.0,2028.0
2028,208.0,24.0,4.0,284.0,18.0,378.0,102.0,181.0,17.0,66.0,200.0,9.0,47.0,56.0,2029.0
2029,24.0,7.0,24.0,564.0,5.0,362.0,124.0,189.0,88.0,11.0,35.0,6.0,52.0,13.0,2030.0
2030,7.0,16.0,55.0,63.0,16.0,470.0,9.0,23.0,28.0,36.0,134.0,13.0,127.0,94.0,2031.0
2031,169.0,45.0,7.0,293.0,170.0,37.0,104.0,147.0,26.0,14.0,96.0,26.0,9.0,36.0,2032.0
2032,132.0,24.0,19.0,559.0,18.0,436.0,114.0,137.0,91.0,28.0,63.0,7.0,59.0,21.0,2033.0
2033,7.0,1.0,38.0,21.0,5.0,236.0,10.0,37.0,9.0,3.0,46.0,2.0,73.0,9.0,2034.0
2034,8.0,6.0,9.0,91.0,13.0,183.0,42.0,31.0,8.0,7.0,64.0,14.0,36.0,17.0,2035.0
2035,196.0,31.0,85.0,288.0,72.0,314.0,135.0,673.0,26.0,68.0,62.0,6.0,358.0,42.0,2036.0
2036,67.0,0.0,4.0,237.0,9.0,264.0,24.0,162.0,39.0,8.0,43.0,1.0,18.0,4.0,2037.0
2037,147.0,6.0,113.0,38.0,13.0,112.0,8.0,294.0,10.0,12.0,117.0,11.0,70.0,12.0,2038.0
2038,39.0,20.0,73.0,601.0,170.0,1057.0,115.0,104.0,163.0,8.0,48.0,3.0,151.0,13.0,2039.0
2039,18.0,17.0,15.0,168.0,13.0,193.0,43.0,246.0,10.0,34.0,74.0,5.0,23.0,10.0,2040.0
2040,67.0,9.0,297.0,185.0,19.0,105.0,57.0,251.0,108.0,3.0,58.0,11.0,6.0,8.0,2041.0
2041,73.0,51.0,70.0,215.0,38.0,392.0,67.0,526.0,17.0,38.0,218.0,18.0,287.0,135.0,2042.0
2042,2462.0,29.0,1331.0,418.0,24.0,612.0,96.0,3028.0,78.0,74.0,131.0,15.0,409.0,29.0,2043.0
2043,12.0,0.0,61.0,22.0,47.0,29.0,7.0,111.0,1.0,1.0,22.0,7.0,20.0,1.0,2044.0
2044,19.0,10.0,75.0,96.0,16.0,310.0,21.0,162.0,26.0,9.0,92.0,13.0,228.0,44.0,2045.0
2045,371.0,14.0,208.0,57.0,9.0,157.0,34.0,638.0,13.0,21.0,50.0,15.0,196.0,33.0,2046.0
2046,148.0,6.0,98.0,156.0,438.0,391.0,76.0,581.0,38.0,55.0,76.0,45.0,306.0,70.0,2047.0
2047,431.0,36.0,255.0,429.0,277.0,319.0,36.0,430.0,24.0,94.0,380.0,41.0,87.0,71.0,2048.0
2048,173.0,82.0,503.0,302.0,99.0,347.0,82.0,2684.0,73.0,127.0,258.0,31.0,597.0,85.0,2049.0
2049,322.0,2.0,684.0,183.0,100.0,180.0,32.0,716.0,233.0,5.0,27.0,1.0,71.0,5.0,2050.0
2050,20.0,19.0,31.0,79.0,6.0,194.0,8.0,19.0,36.0,31.0,50.0,18.0,82.0,42.0,2051.0
2051,28.0,18.0,32.0,52.0,12.0,176.0,12.0,196.0,14.0,54.0,79.0,12.0,118.0,23.0,2052.0
2052,245.0,5.0,91.0,26.0,14.0,9.0,3.0,109.0,15.0,6.0,28.0,4.0,4.0,1.0,2053.0
2053,27.0,9.0,70.0,109.0,3.0,628.0,31.0,338.0,32.0,4.0,70.0,3.0,284.0,19.0,2054.0
2054,504.0,26.0,114.0,388.0,14.0,338.0,248.0,1128.0,39.0,32.0,66.0,13.0,273.0,30.0,2055.0
2055,337.0,6.0,77.0,163.0,12.0,188.0,5.0,318.0,28.0,2.0,18.0,9.0,131.0,3.0,2056.0
2056,367.0,4.0,608.0,254.0,9.0,126.0,19.0,1035.0,216.0,3.0,39.0,0.0,25.0,0.0,2057.0
2057,927.0,14.0,704.0,1118.0,277.0,932.0,525.0,4572.0,196.0,34.0,152.0,24.0,531.0,65.0,2058.0
2058,33.0,16.0,44.0,29.0,6.0,291.0,20.0,69.0,19.0,20.0,51.0,20.0,137.0,44.0,2059.0
2059,14.0,11.0,11.0,174.0,5.0,316.0,76.0,143.0,23.0,19.0,47.0,8.0,79.0,20.0,2060.0
2060,209.0,17.0,22.0,478.0,9.0,267.0,266.0,368.0,180.0,12.0,29.0,20.0,21.0,10.0,2061.0
2061,185.0,45.0,48.0,1533.0,90.0,2265.0,176.0,658.0,134.0,27.0,144.0,6.0,413.0,19.0,2062.0
2062,306.0,14.0,11.0,54.0,3.0,12.0,6.0,110.0,4.0,6.0,30.0,5.0,5.0,6.0,2063.0
2063,30.0,15.0,43.0,151.0,9.0,421.0,40.0,413.0,16.0,15.0,84.0,3.0,117.0,38.0,2064.0
2064,147.0,3.0,7.0,244.0,43.0,268.0,151.0,243.0,45.0,4.0,67.0,4.0,16.0,8.0,2065.0
2065,34.0,7.0,66.0,179.0,10.0,678.0,41.0,151.0,54.0,38.0,47.0,9.0,237.0,20.0,2066.0
2066,40.0,3.0,222.0,77.0,6.0,304.0,10.0,198.0,72.0,1.0,36.0,7.0,82.0,8.0,2067.0
2067,500.0,5.0,9.0,268.0,64.0,85.0,64.0,317.0,26.0,8.0,40.0,1.0,24.0,10.0,2068.0
2068,13.0,6.0,618.0,127.0,20.0,569.0,13.0,177.0,215.0,21.0,55.0,40.0,106.0,37.0,2069.0
2069,103.0,15.0,78.0,453.0,5.0,583.0,148.0,155.0,183.0,18.0,52.0,12.0,145.0,15.0,2070.0
2070,68.0,26.0,4.0,111.0,61.0,245.0,83.0,266.0,16.0,45.0,115.0,17.0,46.0,89.0,2071.0
2071,253.0,12.0,46.0,355.0,11.0,162.0,19.0,68.0,41.0,24.0,63.0,2.0,19.0,9.0,2072.0
2072,30.0,14.0,43.0,29.0,8.0,185.0,38.0,289.0,14.0,16.0,11.0,1.0,131.0,12.0,2073.0
2073,73.0,7.0,64.0,175.0,36.0,217.0,116.0,421.0,22.0,7.0,44.0,0.0,81.0,9.0,2074.0
2074,383.0,7.0,69.0,207.0,84.0,183.0,37.0,344.0,21.0,6.0,17.0,0.0,28.0,0.0,2075.0
2075,15.0,12.0,84.0,42.0,62.0,100.0,61.0,114.0,5.0,12.0,35.0,10.0,28.0,16.0,2076.0
2076,341.0,76.0,64.0,290.0,115.0,1175.0,109.0,365.0,40.0,100.0,479.0,34.0,359.0,194.0,2077.0
2077,188.0,0.0,122.0,88.0,41.0,153.0,71.0,411.0,62.0,0.0,24.0,15.0,40.0,5.0,2078.0
2078,377.0,10.0,220.0,64.0,19.0,160.0,7.0,481.0,67.0,17.0,28.0,13.0,166.0,20.0,2079.0
2079,171.0,10.0,128.0,154.0,23.0,239.0,7.0,248.0,8.0,11.0,59.0,4.0,93.0,961.0,2080.0
2080,39.0,11.0,13.0,369.0,13.0,557.0,323.0,275.0,182.0,4.0,66.0,9.0,35.0,42.0,2081.0
2081,317.0,9.0,3.0,147.0,16.0,9.0,64.0,143.0,44.0,16.0,81.0,13.0,3.0,36.0,2082.0
2082,255.0,5.0,199.0,36.0,24.0,180.0,8.0,277.0,8.0,5.0,42.0,12.0,20.0,29.0,2083.0
2083,19.0,10.0,92.0,147.0,13.0,463.0,51.0,144.0,41.0,13.0,46.0,20.0,187.0,20.0,2084.0
2084,116.0,43.0,228.0,50.0,7.0,141.0,21.0,232.0,22.0,42.0,50.0,60.0,101.0,134.0,2085.0
2085,30.0,11.0,164.0,86.0,5.0,114.0,3.0,135.0,25.0,20.0,17.0,6.0,49.0,19.0,2086.0
2086,21.0,8.0,13.0,319.0,221.0,394.0,96.0,54.0,62.0,15.0,45.0,31.0,50.0,31.0,2087.0
2087,27.0,7.0,28.0,81.0,3.0,169.0,58.0,83.0,30.0,6.0,48.0,8.0,60.0,38.0,2088.0
2088,14.0,5.0,59.0,24.0,8.0,115.0,3.0,65.0,8.0,12.0,32.0,11.0,75.0,10.0,2089.0
2089,889.0,24.0,110.0,537.0,43.0,596.0,36.0,744.0,95.0,23.0,56.0,18.0,515.0,26.0,2090.0
2090,189.0,28.0,13.0,435.0,11.0,461.0,50.0,111.0,22.0,63.0,158.0,17.0,66.0,28.0,2091.0
2091,178.0,11.0,37.0,234.0,26.0,212.0,66.0,548.0,12.0,18.0,71.0,16.0,122.0,5.0,2092.0
2092,168.0,21.0,262.0,297.0,240.0,598.0,96.0,2036.0,35.0,19.0,135.0,15.0,634.0,49.0,2093.0
2093,316.0,27.0,149.0,185.0,8.0,38.0,38.0,358.0,34.0,10.0,30.0,15.0,23.0,11.0,2094.0
2094,193.0,0.0,29.0,168.0,5.0,233.0,16.0,229.0,19.0,0.0,12.0,0.0,78.0,0.0,2095.0
2095,30.0,7.0,241.0,43.0,15.0,275.0,12.0,180.0,58.0,4.0,37.0,2.0,239.0,29.0,2096.0
2096,55.0,4.0,143.0,89.0,26.0,76.0,68.0,238.0,9.0,9.0,34.0,6.0,9.0,2.0,2097.0
2097,195.0,6.0,84.0,261.0,7.0,121.0,9.0,220.0,78.0,6.0,46.0,5.0,11.0,2.0,2098.0
2098,101.0,15.0,141.0,36.0,5.0,92.0,19.0,252.0,7.0,20.0,28.0,11.0,39.0,10.0,2099.0
2099,159.0,11.0,35.0,175.0,29.0,146.0,99.0,122.0,27.0,44.0,116.0,10.0,13.0,30.0,2100.0
2100,5.0,4.0,15.0,134.0,7.0,359.0,285.0,173.0,23.0,7.0,62.0,8.0,100.0,19.0,2101.0
2101,86.0,10.0,9.0,106.0,210.0,17.0,49.0,43.0,71.0,11.0,57.0,52.0,4.0,13.0,2102.0
2102,6.0,3.0,27.0,163.0,17.0,478.0,22.0,159.0,22.0,9.0,32.0,2.0,232.0,14.0,2103.0
2103,106.0,43.0,75.0,267.0,46.0,347.0,76.0,370.0,35.0,13.0,102.0,9.0,292.0,39.0,2104.0
2104,24.0,23.0,17.0,61.0,69.0,224.0,16.0,12.0,6.0,12.0,86.0,6.0,18.0,12.0,2105.0
2105,275.0,18.0,122.0,64.0,367.0,121.0,12.0,477.0,4.0,22.0,57.0,25.0,51.0,26.0,2106.0
2106,33.0,11.0,91.0,31.0,10.0,213.0,5.0,147.0,8.0,4.0,39.0,12.0,112.0,28.0,2107.0
2107,11.0,31.0,72.0,68.0,14.0,316.0,21.0,74.0,9.0,14.0,76.0,17.0,122.0,52.0,2108.0
2108,492.0,7.0,16.0,191.0,27.0,105.0,114.0,334.0,50.0,17.0,24.0,14.0,88.0,9.0,2109.0
2109,3825.0,25.0,368.0,2564.0,140.0,2868.0,217.0,8590.0,259.0,119.0,251.0,31.0,1661.0,130.0,2110.0
2110,70.0,26.0,23.0,389.0,25.0,529.0,42.0,119.0,100.0,11.0,57.0,11.0,69.0,26.0,2111.0
2111,30.0,15.0,21.0,196.0,86.0,471.0,35.0,150.0,8.0,29.0,97.0,4.0,114.0,48.0,2112.0
2112,176.0,11.0,34.0,156.0,26.0,284.0,34.0,270.0,16.0,8.0,99.0,30.0,25.0,27.0,2113.0
2113,16.0,1.0,9.0,37.0,4.0,265.0,37.0,95.0,9.0,10.0,26.0,1.0,109.0,10.0,2114.0
2114,229.0,20.0,240.0,939.0,7731.0,401.0,1766.0,417.0,221.0,45.0,143.0,60.0,91.0,63.0,2115.0
2115,184.0,11.0,82.0,300.0,34.0,336.0,116.0,865.0,22.0,25.0,78.0,7.0,326.0,18.0,2116.0
2116,138.0,6.0,154.0,35.0,31.0,118.0,20.0,282.0,6.0,18.0,41.0,2.0,92.0,19.0,2117.0
2117,129.0,7.0,210.0,43.0,6.0,191.0,25.0,306.0,16.0,10.0,37.0,7.0,193.0,19.0,2118.0
2118,256.0,9.0,36.0,390.0,10.0,174.0,212.0,342.0,32.0,12.0,44.0,6.0,40.0,17.0,2119.0
2119,138.0,0.0,67.0,271.0,16.0,222.0,13.0,93.0,60.0,17.0,50.0,12.0,18.0,11.0,2120.0
2120,102.0,6.0,6.0,148.0,9.0,249.0,86.0,92.0,26.0,8.0,41.0,6.0,55.0,11.0,2121.0
2121,82.0,17.0,16.0,133.0,23.0,148.0,46.0,117.0,19.0,17.0,41.0,6.0,34.0,44.0,2122.0
2122,145.0,0.0,89.0,118.0,4.0,122.0,186.0,390.0,4.0,7.0,72.0,1.0,27.0,4.0,2123.0
2123,258.0,18.0,7.0,354.0,7.0,384.0,18.0,152.0,45.0,35.0,54.0,10.0,38.0,21.0,2124.0
2124,130.0,64.0,348.0,382.0,22.0,644.0,128.0,447.0,39.0,25.0,31.0,33.0,353.0,108.0,2125.0
2125,215.0,10.0,11.0,333.0,9.0,276.0,21.0,74.0,87.0,4.0,9.0,4.0,17.0,7.0,2126.0
2126,30.0,6.0,117.0,72.0,9.0,183.0,29.0,172.0,49.0,5.0,23.0,7.0,38.0,9.0,2127.0
2127,31.0,7.0,14.0,120.0,13.0,167.0,94.0,71.0,34.0,6.0,49.0,7.0,16.0,2.0,2128.0
2128,175.0,4.0,242.0,81.0,33.0,69.0,37.0,721.0,33.0,10.0,61.0,14.0,127.0,3.0,2129.0
2129,331.0,31.0,69.0,190.0,129.0,139.0,66.0,501.0,14.0,38.0,89.0,27.0,63.0,42.0,2130.0
2130,275.0,5.0,58.0,413.0,32.0,322.0,17.0,462.0,90.0,34.0,29.0,20.0,67.0,9.0,2131.0
2131,172.0,48.0,60.0,673.0,36.0,1987.0,241.0,1209.0,51.0,55.0,223.0,4.0,887.0,126.0,2132.0
2132,90.0,4.0,66.0,17.0,0.0,105.0,9.0,152.0,1.0,6.0,29.0,0.0,69.0,5.0,2133.0
2133,108.0,1.0,281.0,30.0,2.0,124.0,4.0,379.0,16.0,8.0,16.0,2.0,64.0,6.0,2134.0
2134,13.0,35.0,35.0,36.0,20.0,135.0,16.0,62.0,1.0,22.0,74.0,18.0,126.0,81.0,2135.0
2135,65.0,11.0,30.0,345.0,20.0,186.0,209.0,205.0,120.0,5.0,39.0,7.0,27.0,41.0,2136.0
2136,42.0,2.0,12.0,246.0,1.0,241.0,72.0,115.0,30.0,11.0,30.0,4.0,20.0,0.0,2137.0
2137,12.0,13.0,13.0,87.0,6.0,318.0,28.0,150.0,10.0,13.0,12.0,8.0,150.0,20.0,2138.0
2138,20.0,18.0,45.0,52.0,3.0,248.0,9.0,84.0,25.0,24.0,40.0,47.0,93.0,81.0,2139.0
2139,59.0,12.0,44.0,448.0,10.0,444.0,172.0,218.0,117.0,6.0,47.0,4.0,35.0,1.0,2140.0
2140,1494.0,26.0,200.0,1843.0,1704.0,3599.0,531.0,2853.0,115.0,35.0,199.0,30.0,1754.0,38.0,2141.0
2141,1121.0,43.0,573.0,359.0,234.0,199.0,88.0,2010.0,101.0,127.0,126.0,95.0,300.0,64.0,2142.0
2142,175.0,43.0,34.0,531.0,20.0,472.0,91.0,299.0,98.0,40.0,83.0,20.0,28.0,35.0,2143.0
2143,278.0,8.0,26.0,676.0,26.0,468.0,319.0,318.0,366.0,16.0,98.0,8.0,25.0,9.0,2144.0
2144,233.0,12.0,234.0,176.0,18.0,719.0,34.0,956.0,101.0,22.0,17.0,34.0,496.0,50.0,2145.0
2145,1152.0,26.0,1774.0,358.0,57.0,647.0,70.0,1845.0,77.0,22.0,120.0,58.0,485.0,129.0,2146.0
2146,30.0,5.0,32.0,51.0,3.0,145.0,9.0,156.0,7.0,6.0,94.0,7.0,134.0,22.0,2147.0
2147,18.0,3.0,48.0,14.0,6.0,98.0,3.0,82.0,5.0,14.0,42.0,10.0,66.0,21.0,2148.0
2148,278.0,39.0,374.0,26.0,48.0,177.0,16.0,317.0,24.0,27.0,77.0,77.0,233.0,137.0,2149.0
2149,540.0,4.0,44.0,274.0,8.0,128.0,7.0,357.0,113.0,5.0,16.0,2.0,74.0,7.0,2150.0
2150,164.0,5.0,28.0,43.0,47.0,19.0,43.0,128.0,9.0,2.0,78.0,4.0,19.0,19.0,2151.0
2151,36.0,7.0,12.0,241.0,33.0,581.0,146.0,105.0,18.0,8.0,42.0,8.0,123.0,11.0,2152.0
2152,61.0,18.0,209.0,59.0,8.0,392.0,81.0,477.0,20.0,15.0,30.0,29.0,250.0,79.0,2153.0
2153,14.0,10.0,31.0,160.0,29.0,320.0,100.0,190.0,21.0,13.0,66.0,40.0,106.0,53.0,2154.0
2154,373.0,12.0,1426.0,425.0,27.0,570.0,79.0,2273.0,79.0,18.0,70.0,27.0,659.0,24.0,2155.0
2155,192.0,7.0,33.0,371.0,69.0,318.0,232.0,503.0,104.0,17.0,38.0,17.0,68.0,27.0,2156.0
2156,139.0,14.0,5.0,84.0,4.0,164.0,9.0,41.0,8.0,9.0,45.0,1.0,4.0,0.0,2157.0
2157,142.0,1.0,22.0,120.0,11.0,115.0,171.0,294.0,29.0,3.0,11.0,2.0,22.0,4.0,2158.0
2158,876.0,27.0,221.0,309.0,59.0,375.0,99.0,1589.0,96.0,6.0,52.0,9.0,415.0,9.0,2159.0
2159,656.0,50.0,497.0,201.0,96.0,102.0,102.0,1099.0,89.0,38.0,48.0,18.0,306.0,83.0,2160.0
2160,112.0,3.0,100.0,374.0,115.0,321.0,135.0,665.0,22.0,13.0,42.0,18.0,144.0,17.0,2161.0
2161,722.0,22.0,1026.0,1864.0,7445.0,2349.0,1957.0,4387.0,326.0,53.0,280.0,43.0,1770.0,65.0,2162.0
2162,82.0,6.0,162.0,26.0,3.0,291.0,129.0,213.0,19.0,8.0,45.0,21.0,179.0,40.0,2163.0
2163,39.0,16.0,99.0,61.0,23.0,163.0,29.0,354.0,14.0,19.0,60.0,24.0,150.0,82.0,2164.0
2164,54.0,11.0,21.0,288.0,22.0,174.0,134.0,185.0,108.0,9.0,53.0,18.0,25.0,57.0,2165.0
2165,369.0,1.0,510.0,202.0,18.0,630.0,112.0,1159.0,83.0,7.0,17.0,8.0,695.0,19.0,2166.0
2166,20.0,13.0,34.0,23.0,20.0,143.0,23.0,280.0,1.0,6.0,72.0,7.0,63.0,16.0,2167.0
2167,87.0,9.0,18.0,519.0,623.0,509.0,94.0,198.0,158.0,31.0,56.0,21.0,62.0,27.0,2168.0
2168,54.0,0.0,95.0,52.0,26.0,112.0,25.0,267.0,10.0,2.0,29.0,0.0,45.0,3.0,2169.0
2169,148.0,19.0,9.0,517.0,20.0,254.0,155.0,270.0,343.0,51.0,66.0,35.0,18.0,50.0,2170.0
2170,1024.0,6.0,431.0,198.0,17.0,268.0,120.0,822.0,64.0,15.0,86.0,9.0,97.0,8.0,2171.0
2171,597.0,15.0,1298.0,424.0,4.0,1545.0,13.0,3090.0,9.0,11.0,35.0,27.0,3024.0,159.0,2172.0
2172,59.0,13.0,51.0,189.0,12.0,299.0,37.0,199.0,34.0,24.0,67.0,17.0,49.0,156.0,2173.0
2173,14.0,11.0,63.0,76.0,18.0,391.0,46.0,291.0,4.0,16.0,94.0,7.0,143.0,8.0,2174.0
2174,171.0,12.0,314.0,683.0,1017.0,1394.0,343.0,2755.0,73.0,40.0,90.0,23.0,690.0,34.0,2175.0
2175,32.0,9.0,46.0,46.0,18.0,149.0,27.0,171.0,17.0,11.0,23.0,22.0,45.0,14.0,2176.0
2176,29.0,17.0,17.0,215.0,1.0,364.0,52.0,220.0,44.0,36.0,24.0,22.0,97.0,50.0,2177.0
2177,965.0,14.0,85.0,584.0,120.0,324.0,134.0,873.0,92.0,6.0,63.0,16.0,48.0,15.0,2178.0
2178,52.0,16.0,21.0,554.0,42.0,410.0,38.0,153.0,204.0,23.0,50.0,18.0,39.0,43.0,2179.0
2179,10.0,12.0,72.0,65.0,5.0,245.0,9.0,33.0,20.0,28.0,74.0,13.0,97.0,38.0,2180.0
2180,129.0,18.0,115.0,363.0,206.0,539.0,119.0,682.0,30.0,58.0,107.0,5.0,54.0,4.0,2181.0
2181,168.0,9.0,213.0,108.0,45.0,220.0,31.0,859.0,29.0,20.0,32.0,21.0,279.0,25.0,2182.0
2182,36.0,14.0,46.0,264.0,29.0,359.0,68.0,292.0,72.0,14.0,26.0,11.0,348.0,49.0,2183.0
2183,26.0,4.0,19.0,186.0,3.0,324.0,143.0,222.0,58.0,2.0,15.0,6.0,28.0,8.0,2184.0
2184,16.0,11.0,117.0,208.0,15.0,190.0,170.0,565.0,40.0,9.0,81.0,16.0,83.0,18.0,2185.0
2185,60.0,3.0,4.0,66.0,172.0,156.0,24.0,31.0,2.0,4.0,61.0,8.0,26.0,9.0,2186.0
2186,70.0,3.0,66.0,79.0,1.0,132.0,25.0,167.0,3.0,23.0,37.0,12.0,85.0,29.0,2187.0
2187,95.0,18.0,33.0,266.0,39.0,902.0,111.0,539.0,23.0,12.0,179.0,14.0,416.0,25.0,2188.0
2188,140.0,19.0,77.0,68.0,34.0,42.0,39.0,197.0,19.0,11.0,102.0,14.0,36.0,9.0,2189.0
2189,36.0,5.0,40.0,299.0,149.0,416.0,55.0,172.0,51.0,6.0,25.0,16.0,191.0,29.0,2190.0
2190,86.0,6.0,275.0,67.0,36.0,370.0,60.0,331.0,21.0,4.0,49.0,8.0,81.0,0.0,2191.0
2191,129.0,4.0,100.0,366.0,27.0,394.0,65.0,407.0,58.0,12.0,54.0,4.0,95.0,7.0,2192.0
2192,169.0,7.0,56.0,179.0,7.0,253.0,169.0,308.0,11.0,12.0,53.0,9.0,90.0,18.0,2193.0
2193,122.0,14.0,16.0,360.0,92.0,153.0,243.0,111.0,53.0,3.0,12.0,2.0,26.0,7.0,2194.0
2194,138.0,24.0,295.0,54.0,17.0,135.0,4.0,259.0,30.0,6.0,52.0,22.0,28.0,90.0,2195.0
2195,16.0,30.0,14.0,29.0,0.0,166.0,36.0,57.0,6.0,23.0,15.0,5.0,93.0,38.0,2196.0
2196,58.0,1.0,12.0,419.0,52.0,465.0,163.0,178.0,216.0,5.0,34.0,6.0,44.0,8.0,2197.0
2197,232.0,3.0,162.0,61.0,8.0,98.0,12.0,268.0,60.0,15.0,20.0,0.0,39.0,4.0,2198.0
2198,19.0,4.0,4.0,70.0,7.0,94.0,29.0,61.0,5.0,12.0,54.0,7.0,38.0,12.0,2199.0
2199,504.0,22.0,327.0,120.0,24.0,49.0,39.0,788.0,37.0,37.0,59.0,11.0,131.0,66.0,2200.0
2200,205.0,33.0,19.0,152.0,11.0,7.0,66.0,56.0,42.0,38.0,40.0,23.0,8.0,37.0,2201.0
2201,53.0,1.0,19.0,270.0,64.0,170.0,139.0,293.0,70.0,2.0,53.0,10.0,56.0,20.0,2202.0
2202,32.0,28.0,38.0,311.0,20.0,495.0,106.0,122.0,211.0,8.0,44.0,3.0,85.0,5.0,2203.0
2203,45.0,20.0,25.0,334.0,30.0,498.0,77.0,148.0,59.0,18.0,46.0,8.0,144.0,9.0,2204.0
2204,151.0,1.0,134.0,54.0,4.0,65.0,65.0,182.0,28.0,10.0,24.0,28.0,65.0,22.0,2205.0
2205,90.0,6.0,26.0,172.0,14.0,213.0,173.0,193.0,51.0,2.0,32.0,1.0,47.0,13.0,2206.0
2206,348.0,3.0,26.0,854.0,733.0,1018.0,342.0,204.0,133.0,3.0,109.0,9.0,205.0,12.0,2207.0
2207,18.0,0.0,56.0,70.0,3.0,274.0,102.0,145.0,19.0,3.0,49.0,3.0,43.0,13.0,2208.0
2208,114.0,3.0,132.0,117.0,3.0,265.0,18.0,235.0,33.0,3.0,10.0,3.0,186.0,6.0,2209.0
2209,75.0,14.0,600.0,87.0,12.0,572.0,17.0,248.0,59.0,23.0,52.0,25.0,387.0,62.0,2210.0
2210,16.0,8.0,297.0,30.0,6.0,347.0,27.0,76.0,21.0,13.0,60.0,0.0,147.0,7.0,2211.0
2211,1468.0,18.0,1255.0,207.0,57.0,64.0,56.0,1641.0,82.0,47.0,105.0,25.0,150.0,44.0,2212.0
2212,66.0,46.0,45.0,693.0,12.0,602.0,425.0,291.0,129.0,25.0,103.0,2.0,107.0,44.0,2213.0
2213,453.0,0.0,34.0,237.0,13.0,109.0,30.0,327.0,78.0,5.0,29.0,7.0,79.0,12.0,2214.0
2214,19.0,4.0,47.0,50.0,7.0,117.0,58.0,154.0,3.0,10.0,17.0,6.0,54.0,4.0,2215.0
2215,251.0,14.0,80.0,164.0,131.0,79.0,44.0,208.0,33.0,14.0,35.0,4.0,33.0,5.0,2216.0
2216,51.0,8.0,28.0,38.0,3.0,87.0,20.0,130.0,8.0,20.0,50.0,13.0,64.0,13.0,2217.0
2217,29.0,0.0,215.0,60.0,12.0,209.0,26.0,215.0,65.0,4.0,29.0,23.0,172.0,28.0,2218.0
2218,110.0,8.0,34.0,56.0,59.0,29.0,7.0,128.0,13.0,8.0,23.0,0.0,6.0,2.0,2219.0
2219,732.0,9.0,13.0,644.0,14.0,109.0,304.0,499.0,156.0,30.0,56.0,35.0,23.0,27.0,2220.0
